url,discoverySource,status,finalUrl,redirectChain,contentType,responseTimeMs,indexable,robotsMeta,xRobotsTag,canonicalUrl,selfCanonical,canonicalStatus,title,titleLength,duplicateTitle,metaDescription,descriptionLength,duplicateDescription,h1Count,h1Text,h2Count,headingOrderConcerns,approximateVisibleWordCount,internalLinksOut,internalLinksIn,clickDepth,orphanPage,brokenInternalLinks,brokenExternalLinks,images,imagesMissingAlt,imagesEmptyAltReview,imageDimensions,oversizedImageCandidates,openGraphMetadata,twitterMetadata,languageAttribute,viewportMetadata,structuredDataBlocks,jsonLdParseSuccess,hreflangCount,noindexStatus,sitemapMembership,robotsAccessibility,trailingSlashConcern,httpHttpsConcern,wwwConcern,error
https://www.the-rebirth.co.uk/,repository-route|homepage,200,https://www.the-rebirth.co.uk/,200:https://www.the-rebirth.co.uk/,text/html; charset=utf-8,203,yes,,,https://www.rebirtharete.example/,no,,"Rebirth Areté | Personal Training, Weight Loss & Mindset Coaching",65,no,"Premium personal training, weight loss and mindset coaching from Rebirth Areté for people ready to stop restarting and raise their standard.",140,no,1,For the part of you that knows you could be doing better.,5,no,558,1,10,0,no,,,4,0,,https://www.the-rebirth.co.uk/assets/rebirth-arete-full-logo.png 1285x825 | https://www.the-rebirth.co.uk/assets/phil-840.jpg 840x840 | https://www.the-rebirth.co.uk/assets/rebirth-arete-full-logo.png 1285x825 | https://www.the-rebirth.co.uk/assets/google-review-qr.png 140x140,,missing,missing,en,present,0,none,0,no,no,200,,,,
