url,discoverySource,status,finalUrl,redirectChain,contentType,responseTimeMs,indexable,robotsMeta,xRobotsTag,canonicalUrl,selfCanonical,canonicalStatus,title,titleLength,duplicateTitle,metaDescription,descriptionLength,duplicateDescription,h1Count,h1Text,h2Count,headingOrderConcerns,approximateVisibleWordCount,internalLinksOut,internalLinksIn,clickDepth,orphanPage,brokenInternalLinks,brokenExternalLinks,images,imagesMissingAlt,imagesEmptyAltReview,imageDimensions,oversizedImageCandidates,openGraphMetadata,twitterMetadata,languageAttribute,viewportMetadata,structuredDataBlocks,jsonLdParseSuccess,hreflangCount,noindexStatus,sitemapMembership,robotsAccessibility,trailingSlashConcern,httpHttpsConcern,wwwConcern,error
http://127.0.0.1:4173/,repository-route|homepage,200,http://127.0.0.1:4173/,200:http://127.0.0.1:4173/,text/html; charset=UTF-8,2,yes,,,https://www.the-rebirth.co.uk/,no,,Rebirth Areté | Personal Training & Online Coaching,51,no,"Personal training and online coaching from Rebirth Areté for people who want to get fitter, lose weight, build strength and feel better in themselves.",150,no,1,Get fitter. Lose weight. Build strength. Feel better in yourself.,7,no,701,1,13,0,no,,,4,0,,http://127.0.0.1:4173/assets/rebirth-arete-full-logo.png 1285x825 | http://127.0.0.1:4173/assets/phil-840.jpg 840x840 | http://127.0.0.1:4173/assets/rebirth-arete-full-logo.png 1285x825 | http://127.0.0.1:4173/assets/google-review-qr.png 140x140,,present,present,en,present,1,yes,0,no,no,200,,non-https,non-www,
