file,url,formFactor,fetchTime,performance,accessibility,best-practices,seo,first-contentful-paint,largest-contentful-paint,total-blocking-time,cumulative-layout-shift,speed-index,first-contentful-paintDisplay,largest-contentful-paintDisplay,total-blocking-timeDisplay,cumulative-layout-shiftDisplay,speed-indexDisplay,majorOpportunities,failedAudits
home-desktop-run-1.report.json,http://127.0.0.1:4173/,desktop,2026-07-08T23:10:53.167Z,100,100,100,100,304.5049,663.5049,0,0,304.5049,0.3 s,0.7 s,0 ms,0,0.3 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree
home-desktop-run-2.report.json,http://127.0.0.1:4173/,desktop,2026-07-08T23:11:14.564Z,100,100,100,100,306.505686831088,664.5056868310878,0,0,307.993632156398,0.3 s,0.7 s,0 ms,0,0.3 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree
home-desktop-run-3.report.json,http://127.0.0.1:4173/,desktop,2026-07-08T23:11:36.322Z,100,100,100,100,307.4954,666.4954,0,0,307.4954,0.3 s,0.7 s,0 ms,0,0.3 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree
home-mobile-run-1.report.json,http://127.0.0.1:4173/,mobile,2026-07-08T23:10:42.627Z,93,100,100,100,1134.4615,3155.4615,29,0,1134.4615,1.1 s,3.2 s,30 ms,0,1.1 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree | Render-blocking requests
home-mobile-run-2.report.json,http://127.0.0.1:4173/,mobile,2026-07-08T23:11:03.961Z,93,100,100,100,1135.2605,3155.2605000000003,30,0,1135.2605,1.1 s,3.2 s,30 ms,0,1.1 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree | Render-blocking requests
home-mobile-run-3.report.json,http://127.0.0.1:4173/,mobile,2026-07-08T23:11:25.647Z,93,100,100,100,1138.1383,3157.1383,31,0,1138.1383,1.1 s,3.2 s,30 ms,0,1.1 s,,Page prevented back/forward cache restoration | Forced reflow | Improve image delivery | Network dependency tree | Render-blocking requests
